creditor,list_rec
"STATE OF FLORIDA, DEPARTMENT OF REVENUE
TALLAHASSEE SERVICE CENTER
2639 N MONROE ST STE 100B
TALLAHASSEE FL323034045","['STATE OF FLORIDA, DEPARTMENT OF REVENUE\nTALLAHASSEE SERVICE CENTER\n2639 N MONROE ST STE 100B\nTALLAHASSEE FL323034045']"
"STATE OF FLORIDA, DEPARTMENT OF REVENUE
CORAL SPRINGS SERVICE CENTER
3111 N UNIVERSITY DR STE 501
CORAL SPRINGS FL330655096","['STATE OF FLORIDA, DEPARTMENT OF REVENUE\nCORAL SPRINGS SERVICE CENTER\n3111 N UNIVERSITY DR STE 501\nCORAL SPRINGS FL330655096']"
"STATE OF FLORIDA, DEPARTMENT OF REVENUE
CORAL SPRINGS SERVICE CENTER
3301 N UNIVERSITY DR STE 200
CORAL SPRINGS FL330654149","['STATE OF FLORIDA, DEPARTMENT OF REVENUE\nCORAL SPRINGS SERVICE CENTER\n3301 N UNIVERSITY DR STE 200\nCORAL SPRINGS FL330654149']"
"STATE OF FLORIDA, DEPARTMENT OF REVENUE
OUT OF STATE/CENTRAL COLLECTIONS UNIT
5050 W TENNESSEE ST
TALLAHASSEE FL323996586","['STATE OF FLORIDA, DEPARTMENT OF REVENUE\nOUT OF STATE/CENTRAL COLLECTIONS UNIT\n5050 W TENNESSEE ST\nTALLAHASSEE FL323996586']"
"AMERICAN EXPRESS BANK, FSB
777 AMERICAN EXPRESS WAY
FORT LAUDERDALE, FL 33337","['AMERICAN EXPRESS BANK, FSB\n777 AMERICAN EXPRESS WAY\nFORT LAUDERDALE, FL 33337']"
"SUNTRUST BANK
1030 WILMER AVENUE
RICHMOND, VIRGINIA 23227","['SUNTRUST BANK\n1030 WILMER AVENUE\nRICHMOND, VIRGINIA 23227']"
"STATE OF FLORIDA, DEPARTMENT OF REVENUE
LAKELAND SERVICE CENTER
230 S FLORIDA AVE STE 101
LAKELAND FL338014625","['STATE OF FLORIDA, DEPARTMENT OF REVENUE\nLAKELAND SERVICE CENTER\n230 S FLORIDA AVE STE 101\nLAKELAND FL338014625']"
"STATE OF FLORIDA, DEPARTMENT OF REVENUE
LAKELAND SERVICE CENTER
230 S FLORIDA AVE STE 101
LAKELAND FL338014625","['STATE OF FLORIDA, DEPARTMENT OF REVENUE\nLAKELAND SERVICE CENTER\n230 S FLORIDA AVE STE 101\nLAKELAND FL338014625']"
"STATE OF FLORIDA, DEPARTMENT OF REVENUE
LAKELAND SERVICE CENTER
230 S FLORIDA AVE STE 101
LAKELAND FL338014625","['STATE OF FLORIDA, DEPARTMENT OF REVENUE\nLAKELAND SERVICE CENTER\n230 S FLORIDA AVE STE 101\nLAKELAND FL338014625']"
"STATE OF FLORIDA, DEPARTMENT OF REVENUE
LAKELAND SERVICE CENTER
230 S FLORIDA AVE STE 101
LAKELAND FL338014625","['STATE OF FLORIDA, DEPARTMENT OF REVENUE\nLAKELAND SERVICE CENTER\n230 S FLORIDA AVE STE 101\nLAKELAND FL338014625']"
"STATE OF FLORIDA, DEPARTMENT OF REVENUE
LAKELAND SERVICE CENTER
115 S MISSOURI AVE STE 202
LAKELAND FL338154644","['STATE OF FLORIDA, DEPARTMENT OF REVENUE\nLAKELAND SERVICE CENTER\n115 S MISSOURI AVE STE 202\nLAKELAND FL338154644']"
"STATE OF FLORIDA, DEPARTMENT OF REVENUE
LAKELAND SERVICE CENTER
115 S MISSOURI AVE STE 202
LAKELAND FL338154644","['STATE OF FLORIDA, DEPARTMENT OF REVENUE\nLAKELAND SERVICE CENTER\n115 S MISSOURI AVE STE 202\nLAKELAND FL338154644']"
"STATE OF FLORIDA, DEPARTMENT OF REVENUE
LAKELAND SERVICE CENTER
115 S MISSOURI AVE STE 202
LAKELAND FL338154644","['STATE OF FLORIDA, DEPARTMENT OF REVENUE\nLAKELAND SERVICE CENTER\n115 S MISSOURI AVE STE 202\nLAKELAND FL338154644']"
"STATE OF FLORIDA, DEPARTMENT OF REVENUE
LAKELAND SERVICE CENTER
115 S MISSOURI AVE STE 202
LAKELAND FL338154644","['STATE OF FLORIDA, DEPARTMENT OF REVENUE\nLAKELAND SERVICE CENTER\n115 S MISSOURI AVE STE 202\nLAKELAND FL338154644']"
"STATE OF FLORIDA, DEPARTMENT OF REVENUE
LAKELAND SERVICE CENTER
115 S MISSOURI AVE STE 202
LAKELAND FL338154644","['STATE OF FLORIDA, DEPARTMENT OF REVENUE\nLAKELAND SERVICE CENTER\n115 S MISSOURI AVE STE 202\nLAKELAND FL338154644']"
"A&M SUPPLY CORPORATION
6701 90TH AVENUE NORTH
PINELLAS PARK, FL 33782","['A&M SUPPLY CORPORATION\n6701 90TH AVENUE NORTH\nPINELLAS PARK, FL 33782']"
"STATE OF FLORIDA, DEPARTMENT OF REVENUE
LAKELAND SERVICE CENTER
115 S MISSOURI AVE STE 202
LAKELAND FL338154644","['STATE OF FLORIDA, DEPARTMENT OF REVENUE\nLAKELAND SERVICE CENTER\n115 S MISSOURI AVE STE 202\nLAKELAND FL338154644']"
"STATE OF FLORIDA, DEPARTMENT OF REVENUE
LAKELAND SERVICE CENTER
115 S MISSOURI AVE STE 202
LAKELAND FL338154644","['STATE OF FLORIDA, DEPARTMENT OF REVENUE\nLAKELAND SERVICE CENTER\n115 S MISSOURI AVE STE 202\nLAKELAND FL338154644']"
"STATE OF FLORIDA, DEPARTMENT OF REVENUE
LAKELAND SERVICE CENTER
115 S MISSOURI AVE STE 202
LAKELAND FL338154644","['STATE OF FLORIDA, DEPARTMENT OF REVENUE\nLAKELAND SERVICE CENTER\n115 S MISSOURI AVE STE 202\nLAKELAND FL338154644']"
"STATE OF FLORIDA, DEPARTMENT OF REVENUE
LAKELAND SERVICE CENTER
115 S MISSOURI AVE STE 202
LAKELAND FL338154644","['STATE OF FLORIDA, DEPARTMENT OF REVENUE\nLAKELAND SERVICE CENTER\n115 S MISSOURI AVE STE 202\nLAKELAND FL338154644']"
"STATE OF FLORIDA, DEPARTMENT OF REVENUE
LAKELAND SERVICE CENTER
115 S MISSOURI AVE STE 202
LAKELAND FL338154644","['STATE OF FLORIDA, DEPARTMENT OF REVENUE\nLAKELAND SERVICE CENTER\n115 S MISSOURI AVE STE 202\nLAKELAND FL338154644']"
"STATE OF FLORIDA, DEPARTMENT OF REVENUE
LAKELAND SERVICE CENTER
115 S MISSOURI AVE STE 202
LAKELAND FL338154644","['STATE OF FLORIDA, DEPARTMENT OF REVENUE\nLAKELAND SERVICE CENTER\n115 S MISSOURI AVE STE 202\nLAKELAND FL338154644']"
"STATE OF FLORIDA, DEPARTMENT OF REVENUE
LAKELAND SERVICE CENTER
115 S MISSOURI AVE STE 202
LAKELAND FL338154644","['STATE OF FLORIDA, DEPARTMENT OF REVENUE\nLAKELAND SERVICE CENTER\n115 S MISSOURI AVE STE 202\nLAKELAND FL338154644']"
"STATE OF FLORIDA, DEPARTMENT OF REVENUE
FORT PIERCE SERVICE CENTER
337 N US HIGHWAY 1 STE 207-B
FORT PIERCE FL349504255","['STATE OF FLORIDA, DEPARTMENT OF REVENUE\nFORT PIERCE SERVICE CENTER\n337 N US HIGHWAY 1 STE 207-B\nFORT PIERCE FL349504255']"
"CARLOS SOTOMAYOR
C/O FEILER & LEACH, 901 PONCE DE LEON BL
PH
CORAL GABLES, FL 33134","['CARLOS SOTOMAYOR\nC/O FEILER & LEACH, 901 PONCE DE LEON BL\nPH\nCORAL GABLES, FL 33134']"
"STATE OF FLORIDA, DEPARTMENT OF REVENUE
CORAL SPRINGS SERVICE CENTER
3301 N UNIVERSITY DR STE 200
CORAL SPRINGS FL330654149","['STATE OF FLORIDA, DEPARTMENT OF REVENUE\nCORAL SPRINGS SERVICE CENTER\n3301 N UNIVERSITY DR STE 200\nCORAL SPRINGS FL330654149']"
"DFS DIVISION OF WORKERS COMPENSATION
200 EAST GAINES STREET
TALLAHASSEE, FL 32399-4228","['DFS DIVISION OF WORKERS COMPENSATION\n200 EAST GAINES STREET\nTALLAHASSEE, FL 32399-4228']"
"CINTAS CORPORATION NO. 2 D/B/A CINTAS CORPORATION
1111 N.W. 209TH AVENUE
PEMBROKE PINES, FL 33029","['CINTAS CORPORATION NO. 2 D/B/A CINTAS CORPORATION\n1111 N.W. 209TH AVENUE\nPEMBROKE PINES, FL 33029']"
"STATE OF FLORIDA, DEPARTMENT OF REVENUE
MIAMI NORTH SERVICE CENTER
8175 NW 12TH ST STE 119
MIAMI FL331261828","['STATE OF FLORIDA, DEPARTMENT OF REVENUE\nMIAMI NORTH SERVICE CENTER\n8175 NW 12TH ST STE 119\nMIAMI FL331261828']"
"STATE OF FLORIDA, DEPARTMENT OF REVENUE
MIAMI NORTH SERVICE CENTER
8175 NW 12TH ST STE 119
MIAMI FL331261828","['STATE OF FLORIDA, DEPARTMENT OF REVENUE\nMIAMI NORTH SERVICE CENTER\n8175 NW 12TH ST STE 119\nMIAMI FL331261828']"
"STATE OF FLORIDA, DEPARTMENT OF REVENUE
MIAMI NORTH SERVICE CENTER
8175 NW 12TH ST STE 119
MIAMI FL331261828","['STATE OF FLORIDA, DEPARTMENT OF REVENUE\nMIAMI NORTH SERVICE CENTER\n8175 NW 12TH ST STE 119\nMIAMI FL331261828']"
"STATE OF FLORIDA, DEPARTMENT OF REVENUE
MIAMI SERVICE CENTER
8175 NW 12TH ST STE 119
DORAL FL331261828","['STATE OF FLORIDA, DEPARTMENT OF REVENUE\nMIAMI SERVICE CENTER\n8175 NW 12TH ST STE 119\nDORAL FL331261828']"
"STATE OF FLORIDA, DEPARTMENT OF REVENUE
MIAMI SERVICE CENTER
8175 NW 12TH ST STE 119
DORAL FL331261828","['STATE OF FLORIDA, DEPARTMENT OF REVENUE\nMIAMI SERVICE CENTER\n8175 NW 12TH ST STE 119\nDORAL FL331261828']"
"STATE OF FLORIDA, DEPARTMENT OF REVENUE
MIAMI SERVICE CENTER
8175 NW 12TH ST STE 119
DORAL FL331261828","['STATE OF FLORIDA, DEPARTMENT OF REVENUE\nMIAMI SERVICE CENTER\n8175 NW 12TH ST STE 119\nDORAL FL331261828']"
"STATE OF FLORIDA, DEPARTMENT OF REVENUE
MIAMI SERVICE CENTER
8175 NW 12TH ST STE 119
DORAL FL331261828","['STATE OF FLORIDA, DEPARTMENT OF REVENUE\nMIAMI SERVICE CENTER\n8175 NW 12TH ST STE 119\nDORAL FL331261828']"
"STATE OF FLORIDA, DEPARTMENT OF REVENUE
ORLANDO SERVICE CENTER
400 W ROBINSON ST STE N302
ORLANDO FL328011759","['STATE OF FLORIDA, DEPARTMENT OF REVENUE\nORLANDO SERVICE CENTER\n400 W ROBINSON ST STE N302\nORLANDO FL328011759']"
"STATE OF FLORIDA, DEPARTMENT OF REVENUE
ORLANDO SERVICE CENTER
400 W ROBINSON ST STE N302
ORLANDO FL328011759","['STATE OF FLORIDA, DEPARTMENT OF REVENUE\nORLANDO SERVICE CENTER\n400 W ROBINSON ST STE N302\nORLANDO FL328011759']"
"STATE OF FLORIDA, DEPARTMENT OF REVENUE
ORLANDO SERVICE CENTER
400 W ROBINSON ST STE N302
ORLANDO FL328011759","['STATE OF FLORIDA, DEPARTMENT OF REVENUE\nORLANDO SERVICE CENTER\n400 W ROBINSON ST STE N302\nORLANDO FL328011759']"
"STATE OF FLORIDA, DEPARTMENT OF REVENUE
ORLANDO SERVICE CENTER
400 W ROBINSON ST STE N302
ORLANDO FL328011759","['STATE OF FLORIDA, DEPARTMENT OF REVENUE\nORLANDO SERVICE CENTER\n400 W ROBINSON ST STE N302\nORLANDO FL328011759']"
"STATE OF FLORIDA, DEPARTMENT OF REVENUE
ORLANDO SERVICE CENTER
400 W ROBINSON ST STE N302
ORLANDO FL328011759","['STATE OF FLORIDA, DEPARTMENT OF REVENUE\nORLANDO SERVICE CENTER\n400 W ROBINSON ST STE N302\nORLANDO FL328011759']"
"STATE OF FLORIDA, DEPARTMENT OF REVENUE
ORLANDO SERVICE CENTER
400 W ROBINSON ST STE N302
ORLANDO FL328011759","['STATE OF FLORIDA, DEPARTMENT OF REVENUE\nORLANDO SERVICE CENTER\n400 W ROBINSON ST STE N302\nORLANDO FL328011759']"
"STATE OF FLORIDA, DEPARTMENT OF REVENUE
ORLANDO SERVICE CENTER
400 W ROBINSON ST STE N302
ORLANDO FL328011759","['STATE OF FLORIDA, DEPARTMENT OF REVENUE\nORLANDO SERVICE CENTER\n400 W ROBINSON ST STE N302\nORLANDO FL328011759']"
"STATE OF FLORIDA, DEPARTMENT OF REVENUE
MIAMI SERVICE CENTER
8175 NW 12TH ST STE 119
DORAL FL331261828","['STATE OF FLORIDA, DEPARTMENT OF REVENUE\nMIAMI SERVICE CENTER\n8175 NW 12TH ST STE 119\nDORAL FL331261828']"
"STATE OF FLORIDA, DEPARTMENT OF REVENUE
CORAL SPRINGS SERVICE CENTER
3301 N UNIVERSITY DR STE 200
CORAL SPRINGS FL330654149","['STATE OF FLORIDA, DEPARTMENT OF REVENUE\nCORAL SPRINGS SERVICE CENTER\n3301 N UNIVERSITY DR STE 200\nCORAL SPRINGS FL330654149']"
"STATE OF FLORIDA, DEPARTMENT OF REVENUE
CORAL SPRINGS SERVICE CENTER
3301 N UNIVERSITY DR STE 200
CORAL SPRINGS FL330654149","['STATE OF FLORIDA, DEPARTMENT OF REVENUE\nCORAL SPRINGS SERVICE CENTER\n3301 N UNIVERSITY DR STE 200\nCORAL SPRINGS FL330654149']"
"MAC TRAILER LEASING, INC.
100 PARAGON DRIVE
MONTVALE, NJ. 07645","['MAC TRAILER LEASING, INC.\n100 PARAGON DRIVE\nMONTVALE, NJ. 07645']"
"PACCAR FINANCIAL CORPORATION
777 106TH AVENUE NE
BELLEVUE, WA 98004","['PACCAR FINANCIAL CORPORATION\n777 106TH AVENUE NE\nBELLEVUE, WA 98004']"
"STATE OF FLORIDA, DEPARTMENT OF REVENUE
ORLANDO SERVICE CENTER
5401 S KIRKMAN RD 5TH FL
ORLANDO FL328197940","['STATE OF FLORIDA, DEPARTMENT OF REVENUE\nORLANDO SERVICE CENTER\n5401 S KIRKMAN RD 5TH FL\nORLANDO FL328197940']"
"STATE OF FLORIDA, DEPARTMENT OF REVENUE
COCOA SERVICE CENTER
2428 CLEARLAKE RD STE M
COCOA FL329225731","['STATE OF FLORIDA, DEPARTMENT OF REVENUE\nCOCOA SERVICE CENTER\n2428 CLEARLAKE RD STE M\nCOCOA FL329225731']"
"STATE OF FLORIDA, DEPARTMENT OF REVENUE
COCOA SERVICE CENTER
2428 CLEARLAKE RD STE M
COCOA FL329225731","['STATE OF FLORIDA, DEPARTMENT OF REVENUE\nCOCOA SERVICE CENTER\n2428 CLEARLAKE RD STE M\nCOCOA FL329225731']"
"STATE OF FLORIDA, DEPARTMENT OF REVENUE
CORAL SPRINGS SERVICE CENTER
3111 N UNIVERSITY DR STE 501
CORAL SPRINGS FL330655086","['STATE OF FLORIDA, DEPARTMENT OF REVENUE\nCORAL SPRINGS SERVICE CENTER\n3111 N UNIVERSITY DR STE 501\nCORAL SPRINGS FL330655086']"
"STATE OF FLORIDA, DEPARTMENT OF REVENUE
CORAL SPRINGS SERVICE CENTER
3111 N UNIVERSITY DR STE 501
CORAL SPRINGS FL330655096","['STATE OF FLORIDA, DEPARTMENT OF REVENUE\nCORAL SPRINGS SERVICE CENTER\n3111 N UNIVERSITY DR STE 501\nCORAL SPRINGS FL330655096']"
"STATE OF FLORIDA, DEPARTMENT OF REVENUE
CORAL SPRINGS SERVICE CENTER
3111 N UNIVERSITY DR STE 501
CORAL SPRINGS FL330655096","['STATE OF FLORIDA, DEPARTMENT OF REVENUE\nCORAL SPRINGS SERVICE CENTER\n3111 N UNIVERSITY DR STE 501\nCORAL SPRINGS FL330655096']"
"STATE OF FLORIDA, DEPARTMENT OF REVENUE
CORAL SPRINGS SERVICE CENTER
3111 N UNIVERSITY DR STE 501
CORAL SPRINGS FL330655096","['STATE OF FLORIDA, DEPARTMENT OF REVENUE\nCORAL SPRINGS SERVICE CENTER\n3111 N UNIVERSITY DR STE 501\nCORAL SPRINGS FL330655096']"
STATE OF FLORIDA0079899,['STATE OF FLORIDA0079899']
"STATE OF FLORIDA, DEPARTMENT OF REVENUE
TAMPA SERVICE CENTER
6302 E DR MARTIN LUTHER KING JR BLVD S
TAMPA FL336191166","['STATE OF FLORIDA, DEPARTMENT OF REVENUE\nTAMPA SERVICE CENTER\n6302 E DR MARTIN LUTHER KING JR BLVD S\nTAMPA FL336191166']"
"STATE OF FLORIDA, DEPARTMENT OF REVENUE
TAMPA SERVICE CENTER
6302 E ML KING BLVD STE 100
TAMPA FL336191166","['STATE OF FLORIDA, DEPARTMENT OF REVENUE\nTAMPA SERVICE CENTER\n6302 E ML KING BLVD STE 100\nTAMPA FL336191166']"
"STATE OF FLORIDA, DEPARTMENT OF REVENUE
CORAL SPRINGS SERVICE CENTER
3111 N UNIVERSITY DR STE 501
CORAL SPRINGS FL330655096","['STATE OF FLORIDA, DEPARTMENT OF REVENUE\nCORAL SPRINGS SERVICE CENTER\n3111 N UNIVERSITY DR STE 501\nCORAL SPRINGS FL330655096']"
"STATE OF FLORIDA, DEPARTMENT OF REVENUE
ALACHUA SERVICE CENTER
14107 NW US HIGHWAY 441 STE 100
ALACHUA FL326156390","['STATE OF FLORIDA, DEPARTMENT OF REVENUE\nALACHUA SERVICE CENTER\n14107 NW US HIGHWAY 441 STE 100\nALACHUA FL326156390']"
"GLANTZ & GLANTZ, P.A.
7951 S.W. SIXTH STREET, SUITE 200
PLANTATION, FL 33324","['GLANTZ & GLANTZ, P.A.\n7951 S.W. SIXTH STREET, SUITE 200\nPLANTATION, FL 33324']"
"STATE OF FLORIDA, DEPARTMENT OF REVENUE
CORAL SPRINGS SERVICE CENTER
3111 N UNIVERSITY DR STE 501
CORAL SPRINGS FL330655096","['STATE OF FLORIDA, DEPARTMENT OF REVENUE\nCORAL SPRINGS SERVICE CENTER\n3111 N UNIVERSITY DR STE 501\nCORAL SPRINGS FL330655096']"
"STATE OF FLORIDA, DEPARTMENT OF REVENUE
CORAL SPRINGS SERVICE CENTER
3111 N UNIVERSITY DR STE 501
CORAL SPRINGS FL330655096","['STATE OF FLORIDA, DEPARTMENT OF REVENUE\nCORAL SPRINGS SERVICE CENTER\n3111 N UNIVERSITY DR STE 501\nCORAL SPRINGS FL330655096']"
"STATE OF FLORIDA, DEPARTMENT OF REVENUE
CORAL SPRINGS SERVICE CENTER
3111 N UNIVERSITY DR STE 501
CORAL SPRINGS FL330655096","['STATE OF FLORIDA, DEPARTMENT OF REVENUE\nCORAL SPRINGS SERVICE CENTER\n3111 N UNIVERSITY DR STE 501\nCORAL SPRINGS FL330655096']"
"STATE OF FLORIDA, DEPARTMENT OF REVENUE
CORAL SPRINGS SERVICE CENTER
3111 N UNIVERSITY DR STE 501
CORAL SPRINGS FL330655096","['STATE OF FLORIDA, DEPARTMENT OF REVENUE\nCORAL SPRINGS SERVICE CENTER\n3111 N UNIVERSITY DR STE 501\nCORAL SPRINGS FL330655096']"
"STATE OF FLORIDA, DEPARTMENT OF REVENUE
CORAL SPRINGS SERVICE CENTER
3111 N UNIVERSITY DR STE 501
CORAL SPRINGS FL330655096","['STATE OF FLORIDA, DEPARTMENT OF REVENUE\nCORAL SPRINGS SERVICE CENTER\n3111 N UNIVERSITY DR STE 501\nCORAL SPRINGS FL330655096']"
"STATE OF FLORIDA, DEPARTMENT OF REVENUE
CORAL SPRINGS SERVICE CENTER
3111 N UNIVERSITY DR STE 501
CORAL SPRINGS FL330655096","['STATE OF FLORIDA, DEPARTMENT OF REVENUE\nCORAL SPRINGS SERVICE CENTER\n3111 N UNIVERSITY DR STE 501\nCORAL SPRINGS FL330655096']"
"STATE OF FLORIDA, DEPARTMENT OF REVENUE
CORAL SPRINGS SERVICE CENTER
3111 N UNIVERSITY DR STE 501
CORAL SPRINGS FL330655096","['STATE OF FLORIDA, DEPARTMENT OF REVENUE\nCORAL SPRINGS SERVICE CENTER\n3111 N UNIVERSITY DR STE 501\nCORAL SPRINGS FL330655096']"
"STATE OF FLORIDA, DEPARTMENT OF REVENUE
CORAL SPRINGS SERVICE CENTER
3111 N UNIVERSITY DR STE 501
CORAL SPRINGS FL330655096","['STATE OF FLORIDA, DEPARTMENT OF REVENUE\nCORAL SPRINGS SERVICE CENTER\n3111 N UNIVERSITY DR STE 501\nCORAL SPRINGS FL330655096']"
"STATE OF FLORIDA, DEPARTMENT OF REVENUE
CORAL SPRINGS SERVICE CENTER
3111 N UNIVERSITY DR STE 501
CORAL SPRINGS FL330655096","['STATE OF FLORIDA, DEPARTMENT OF REVENUE\nCORAL SPRINGS SERVICE CENTER\n3111 N UNIVERSITY DR STE 501\nCORAL SPRINGS FL330655096']"
"STATE OF FLORIDA, DEPARTMENT OF REVENUE
CORAL SPRINGS SERVICE CENTER
3111 N UNIVERSITY DR STE 501
CORAL SPRINGS FL330655096","['STATE OF FLORIDA, DEPARTMENT OF REVENUE\nCORAL SPRINGS SERVICE CENTER\n3111 N UNIVERSITY DR STE 501\nCORAL SPRINGS FL330655096']"
"STATE OF FLORIDA, DEPARTMENT OF REVENUE
CORAL SPRINGS SERVICE CENTER
3111 N UNIVERSITY DR STE 501
CORAL SPRINGS FL330655096","['STATE OF FLORIDA, DEPARTMENT OF REVENUE\nCORAL SPRINGS SERVICE CENTER\n3111 N UNIVERSITY DR STE 501\nCORAL SPRINGS FL330655096']"
"STATE OF FLORIDA, DEPARTMENT OF REVENUE
CORAL SPRINGS SERVICE CENTER
3111 N UNIVERSITY DR STE 501
CORAL SPRINGS FL330655096","['STATE OF FLORIDA, DEPARTMENT OF REVENUE\nCORAL SPRINGS SERVICE CENTER\n3111 N UNIVERSITY DR STE 501\nCORAL SPRINGS FL330655096']"
"STATE OF FLORIDA, DEPARTMENT OF REVENUE
CORAL SPRINGS SERVICE CENTER
3111 N UNIVERSITY DR STE 501
CORAL SPRINGS FL330655096","['STATE OF FLORIDA, DEPARTMENT OF REVENUE\nCORAL SPRINGS SERVICE CENTER\n3111 N UNIVERSITY DR STE 501\nCORAL SPRINGS FL330655096']"
"STATE OF FLORIDA, DEPARTMENT OF REVENUE
CORAL SPRINGS SERVICE CENTER
3111 N UNIVERSITY DR STE 501
CORAL SPRINGS FL330655096","['STATE OF FLORIDA, DEPARTMENT OF REVENUE\nCORAL SPRINGS SERVICE CENTER\n3111 N UNIVERSITY DR STE 501\nCORAL SPRINGS FL330655096']"
"STATE OF FLORIDA, DEPARTMENT OF REVENUE
CORAL SPRINGS SERVICE CENTER
3111 N UNIVERSITY DR STE 501
CORAL SPRINGS FL330655096","['STATE OF FLORIDA, DEPARTMENT OF REVENUE\nCORAL SPRINGS SERVICE CENTER\n3111 N UNIVERSITY DR STE 501\nCORAL SPRINGS FL330655096']"
"YELLOW BOOK, INC. FKA YELLOW BOOK SALES AND DISTRIBUTIO
C/O SPRECHMAN & ASSOCIATES, P.A.
2775 SUNNY ISLES BLVD #100
NORTH MIAMI BEACH, FL 33160","['YELLOW BOOK, INC. FKA YELLOW BOOK SALES AND DISTRIBUTIO\nC/O SPRECHMAN & ASSOCIATES, P.A.\n2775 SUNNY ISLES BLVD #100\nNORTH MIAMI BEACH, FL 33160']"
"STATE OF FLORIDA, DEPARTMENT OF REVENUE
MIAMI SERVICE CENTER
8175 NW 12TH ST STE 119
DORAL FL331261828","['STATE OF FLORIDA, DEPARTMENT OF REVENUE\nMIAMI SERVICE CENTER\n8175 NW 12TH ST STE 119\nDORAL FL331261828']"
"STATE OF FLORIDA, DEPARTMENT OF REVENUE
ALACHUA SERVICE CENTER
14107 NW US HWY 441 STE 100
ALACHUA FL326156390","['STATE OF FLORIDA, DEPARTMENT OF REVENUE\nALACHUA SERVICE CENTER\n14107 NW US HWY 441 STE 100\nALACHUA FL326156390']"
"DADE PAPER BAG, CO.
P.O. BOX 523666
MIAMI, FL 33152","['DADE PAPER BAG, CO.\nP.O. BOX 523666\nMIAMI, FL 33152']"
"STATE OF FLORIDA, DEPARTMENT OF REVENUE
ORLANDO SERVICE CENTER
400 W ROBINSON ST STE N302
ORLANDO FL328011759","['STATE OF FLORIDA, DEPARTMENT OF REVENUE\nORLANDO SERVICE CENTER\n400 W ROBINSON ST STE N302\nORLANDO FL328011759']"
"STATE OF FLORIDA, DEPARTMENT OF REVENUE
ORLANDO SERVICE CENTER
400 W ROBINSON ST STE N302
ORLANDO FL328011759","['STATE OF FLORIDA, DEPARTMENT OF REVENUE\nORLANDO SERVICE CENTER\n400 W ROBINSON ST STE N302\nORLANDO FL328011759']"
"ORLANDO AUTOMOTIVE, LLC , D/B/A FOUNTAIN AUTOMALL
8701 SOUTH ORANGE BLOSSOM TRAIL
ORLANDO, FLORIDA 32809","['ORLANDO AUTOMOTIVE, LLC , D/B/A FOUNTAIN AUTOMALL\n8701 SOUTH ORANGE BLOSSOM TRAIL\nORLANDO, FLORIDA 32809']"
"STATE OF FLORIDA, DEPARTMENT OF REVENUE
CORAL SPRINGS SERVICE CENTER
3301 N UNIVERSITY DR STE 200
CORAL SPRINGS FL330654149","['STATE OF FLORIDA, DEPARTMENT OF REVENUE\nCORAL SPRINGS SERVICE CENTER\n3301 N UNIVERSITY DR STE 200\nCORAL SPRINGS FL330654149']"
"STATE OF FLORIDA, DEPARTMENT OF REVENUE
OUT OF STATE COLLECTIONS UNIT
1401 W US HIGHWAY 90 STE 100
LAKE CITY FL320556123","['STATE OF FLORIDA, DEPARTMENT OF REVENUE\nOUT OF STATE COLLECTIONS UNIT\n1401 W US HIGHWAY 90 STE 100\nLAKE CITY FL320556123']"
"STATE OF FLORIDA, DEPARTMENT OF REVENUE
OUT OF STATE COLLECTIONS UNIT
1401 W US HIGHWAY 90 STE 100
LAKE CITY FL320556123","['STATE OF FLORIDA, DEPARTMENT OF REVENUE\nOUT OF STATE COLLECTIONS UNIT\n1401 W US HIGHWAY 90 STE 100\nLAKE CITY FL320556123']"
"STATE OF FLORIDA, DEPARTMENT OF REVENUE
MAITLAND SERVICE CENTER
2301 MAITLAND CENTER PKWY STE 160
MAITLAND FL327514192","['STATE OF FLORIDA, DEPARTMENT OF REVENUE\nMAITLAND SERVICE CENTER\n2301 MAITLAND CENTER PKWY STE 160\nMAITLAND FL327514192']"
"STATE OF FLORIDA, DEPARTMENT OF REVENUE
MAITLAND SERVICE CENTER
2301 MAITLAND CENTER PKWY STE 160
MAITLAND FL327514192","['STATE OF FLORIDA, DEPARTMENT OF REVENUE\nMAITLAND SERVICE CENTER\n2301 MAITLAND CENTER PKWY STE 160\nMAITLAND FL327514192']"
"STATE OF FLORIDA, DEPARTMENT OF REVENUE
MAITLAND SERVICE CENTER
2301 MAITLAND CENTER PKWY STE 160
MAITLAND FL327514192","['STATE OF FLORIDA, DEPARTMENT OF REVENUE\nMAITLAND SERVICE CENTER\n2301 MAITLAND CENTER PKWY STE 160\nMAITLAND FL327514192']"
"STATE OF FLORIDA, DEPARTMENT OF REVENUE
MAITLAND SERVICE CENTER
2301 MAITLAND CENTER PKWY STE 160
MAITLAND FL327514192","['STATE OF FLORIDA, DEPARTMENT OF REVENUE\nMAITLAND SERVICE CENTER\n2301 MAITLAND CENTER PKWY STE 160\nMAITLAND FL327514192']"
"STATE OF FLORIDA, DEPARTMENT OF REVENUE
ORLANDO SERVICE CENTER
400 W ROBINSON ST STE N302
ORLANDO FL328011759","['STATE OF FLORIDA, DEPARTMENT OF REVENUE\nORLANDO SERVICE CENTER\n400 W ROBINSON ST STE N302\nORLANDO FL328011759']"
